"filename", "language", "Markdown", "JSON", "YAML", "Go", "XML", "Docker", "PowerShell", "Batch", "HLSL", "C", "Makefile", "C++", "Python", "Shell Script", "CMake", "Properties", "Rust", "Objective-C++", "Diff", "TypeScript", "JSON with Comments", "JavaScript", "Swift", "Groovy", "comment", "blank", "total"
"c:\MyProjects\Astrix\client\libyuv\source\scale_neon64.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 161, 1553
"c:\MyProjects\Astrix\client\libyuv\source\scale_rgb.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 83
"c:\MyProjects\Astrix\client\libyuv\source\scale_rvv.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 150, 1970
"c:\MyProjects\Astrix\client\libyuv\source\scale_sme.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 73, 556
"c:\MyProjects\Astrix\client\libyuv\source\scale_uv.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 72, 1160
"c:\MyProjects\Astrix\client\libyuv\source\scale_win.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 148, 1393
"c:\MyProjects\Astrix\client\libyuv\source\test.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 36
"c:\MyProjects\Astrix\client\libyuv\source\video_common.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 63
"c:\MyProjects\Astrix\client\libyuv\tools_libyuv\autoroller\roll_deps.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 125, 932
"c:\MyProjects\Astrix\client\libyuv\tools_libyuv\autoroller\unittests\roll_deps_test.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 35, 165
"c:\MyProjects\Astrix\client\libyuv\tools_libyuv\get_landmines.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 10, 39
"c:\MyProjects\Astrix\client\libyuv\unit_test\basictypes_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 44
"c:\MyProjects\Astrix\client\libyuv\unit_test\color_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 86, 849
"c:\MyProjects\Astrix\client\libyuv\unit_test\compare_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 136, 740
"c:\MyProjects\Astrix\client\libyuv\unit_test\convert_argb_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 160, 2868
"c:\MyProjects\Astrix\client\libyuv\unit_test\convert_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 190, 2322
"c:\MyProjects\Astrix\client\libyuv\unit_test\cpu_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 35, 428
"c:\MyProjects\Astrix\client\libyuv\unit_test\cpu_thread_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 64
"c:\MyProjects\Astrix\client\libyuv\unit_test\math_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17, 161
"c:\MyProjects\Astrix\client\libyuv\unit_test\planar_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 527, 4732
"c:\MyProjects\Astrix\client\libyuv\unit_test\rotate_argb_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 51, 335
"c:\MyProjects\Astrix\client\libyuv\unit_test\rotate_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 109, 963
"c:\MyProjects\Astrix\client\libyuv\unit_test\scale_argb_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 64, 591
"c:\MyProjects\Astrix\client\libyuv\unit_test\scale_plane_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 75, 466
"c:\MyProjects\Astrix\client\libyuv\unit_test\scale_rgb_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 40, 281
"c:\MyProjects\Astrix\client\libyuv\unit_test\scale_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 127, 1136
"c:\MyProjects\Astrix\client\libyuv\unit_test\scale_uv_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 37, 250
"c:\MyProjects\Astrix\client\libyuv\unit_test\unit_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19, 582
"c:\MyProjects\Astrix\client\libyuv\unit_test\unit_test.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 34, 233
"c:\MyProjects\Astrix\client\libyuv\unit_test\video_common_test.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 113
"c:\MyProjects\Astrix\client\libyuv\util\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10
"c:\MyProjects\Astrix\client\libyuv\util\color.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 19, 121
"c:\MyProjects\Astrix\client\libyuv\util\compare.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 68
"c:\MyProjects\Astrix\client\libyuv\util\cpuid.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 212
"c:\MyProjects\Astrix\client\libyuv\util\i444tonv12_eg.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\MyProjects\Astrix\client\libyuv\util\psnr.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 22, 292
"c:\MyProjects\Astrix\client\libyuv\util\psnr.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 48
"c:\MyProjects\Astrix\client\libyuv\util\psnr_main.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 34, 621
"c:\MyProjects\Astrix\client\libyuv\util\ssim.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 43, 365
"c:\MyProjects\Astrix\client\libyuv\util\ssim.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 39
"c:\MyProjects\Astrix\client\libyuv\util\yuvconstants.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 16, 115
"c:\MyProjects\Astrix\client\libyuv\util\yuvconvert.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 27, 368
"c:\MyProjects\Astrix\client\libyuv\winarm.mk", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 48
"c:\MyProjects\Astrix\client\nv12_to_rgba.hlsl", "HLSL", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 92
"c:\MyProjects\Astrix\client\scripts\build-webrtc-via-livekit.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 39, 398
"c:\MyProjects\Astrix\client\scripts\build-webrtc-windows.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 50
"c:\MyProjects\Astrix\client\scripts\build-with-vs-env.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 35
"c:\MyProjects\Astrix\client\scripts\compile-mft-debug.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\MyProjects\Astrix\client\scripts\compile-yuv-debug.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\MyProjects\Astrix\client\scripts\copy-webrtc-from-temp.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 25
"c:\MyProjects\Astrix\client\scripts\fetch-libyuv-headers.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 38
"c:\MyProjects\Astrix\client\scripts\fetch-webrtc-prebuilt.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 30
"c:\MyProjects\Astrix\client\scripts\fix-webrtc-ninja.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 84
"c:\MyProjects\Astrix\client\scripts\validate-phase6.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 14
"c:\MyProjects\Astrix\client\src\app.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 717, 0, 0, 0, 0, 0, 0, 0, 29, 34, 780
"c:\MyProjects\Astrix\client\src\bottom_panel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 12, 15, 115
"c:\MyProjects\Astrix\client\src\channel_panel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 19, 21, 326
"c:\MyProjects\Astrix\client\src\chat_panel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 371, 0, 0, 0, 0, 0, 0, 0, 33, 17, 421
"c:\MyProjects\Astrix\client\src\components\avatar.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 5, 8, 79
"c:\MyProjects\Astrix\client\src\components\buttons.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 6, 12, 88
"c:\MyProjects\Astrix\client\src\components\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6
"c:\MyProjects\Astrix\client\src\crypto.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 5, 11, 66
"c:\MyProjects\Astrix\client\src\d3d11_gl_interop.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 89, 36, 331
"c:\MyProjects\Astrix\client\src\d3d11_i420.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 790, 0, 0, 0, 0, 0, 0, 0, 105, 69, 964
"c:\MyProjects\Astrix\client\src\d3d11_nv12.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 993, 0, 0, 0, 0, 0, 0, 0, 65, 89, 1147
"c:\MyProjects\Astrix\client\src\d3d11_rgba.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1062, 0, 0, 0, 0, 0, 0, 0, 85, 82, 1229
"c:\MyProjects\Astrix\client\src\gpu_device.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 16, 36, 272
"c:\MyProjects\Astrix\client\src\guild_panel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 14, 16, 154
"c:\MyProjects\Astrix\client\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 3, 33
"c:\MyProjects\Astrix\client\src\main.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\MyProjects\Astrix\client\src\member_panel.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 17, 19, 178
"c:\MyProjects\Astrix\client\src\mft_device.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 34, 12, 88
"c:\MyProjects\Astrix\client\src\mft_encoder.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 575, 0, 0, 0, 0, 0, 0, 0, 83, 96, 754
"c:\MyProjects\Astrix\client\src\net.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 44, 69, 535
"c:\MyProjects\Astrix\client\src\screen_encoder.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 52, 40, 427
"c:\MyProjects\Astrix\client\src\state.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 43, 37, 342
"c:\MyProjects\Astrix\client\src\theme.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 29, 21, 127
"c:\MyProjects\Astrix\client\src\ui.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2294, 0, 0, 0, 0, 0, 0, 0, 116, 110, 2520
"c:\MyProjects\Astrix\client\src\voice.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 68, 27, 296
"c:\MyProjects\Astrix\client\src\voice_livekit.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2362, 0, 0, 0, 0, 0, 0, 0, 297, 145, 2804
"c:\MyProjects\Astrix\client\vendor\libwebrtc\README-Astrix.md", "Markdown", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26
"c:\MyProjects\Astrix\client\vendor\libwebrtc\README.md", "Markdown", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"c:\MyProjects\Astrix\client\vendor\libwebrtc\build_android.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 137
"c:\MyProjects\Astrix\client\vendor\libwebrtc\build_ios.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 20, 143
"c:\MyProjects\Astrix\client\vendor\libwebrtc\build_linux.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 147
"c:\MyProjects\Astrix\client\vendor\libwebrtc\build_macos.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 135
"c:\MyProjects\Astrix\client\vendor\libwebrtc\build_windows.cmd", "Batch", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 102
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\FUNDING.yml", "YAML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\ISSUE_TEMPLATE\01_feature_request.md", "Markdown", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\ISSUE_TEMPLATE\02_bug_report.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\ISSUE_TEMPLATE\config.yml", "YAML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\PULL_REQUEST_TEMPLATE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 9
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\PULL_REQUEST_TEMPLATE\release.md", "Markdown", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\SECURITY.md", "Markdown", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\codeql.yml", "YAML", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\dependabot.yml", "YAML", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 16
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\changelog.yml", "YAML", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 29
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\ci.yml", "YAML", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 172
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\codeql.yml", "YAML", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\downstream.yml", "YAML", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\lint.yml", "YAML", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\publish.yml", "YAML", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 86
"c:\MyProjects\Astrix\client\vendor\libwebrtc\depot_tools\external_bin\gsutil\gsutil_5.35\gsutil\third_party\urllib3\.github\workflows\scorecards.yml", "YAML", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\add_deps.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\add_licenses.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 2, 2, 24
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\android_use_libunwind.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 4, 23
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\david_disable_gun_source_macro.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\disable_sme_for_libyuv.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 3, 1, 14
"c:\MyProjects\Astrix\client\vendor\libwebrtc\patches\force_gcc.patch", "Diff", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 2, 25
